A1,,B1,,C1,,D1,,E1,,F1,,G1,,H1,
1029.78,-3.99360538,1029.78,-3.97570896,1029.78,-3.47134638,1029.78,-2.77960992,1029.78,-1.4170692,1029.78,-0.38646764,1029.78,-0.0613128,1029.78,0.00011913
1029.98,-3.99373531,1029.98,-3.97260857,1029.98,-3.4805572,1029.98,-2.7828517,1029.98,-1.41832006,1029.98,-0.38528529,1029.98,-0.05767604,1029.98,0.00242241
1030.18,-3.99546671,1030.18,-3.9777801,1030.18,-3.47900987,1030.18,-2.7779274,1030.18,-1.42131329,1030.18,-0.3840822,1030.18,-0.05947948,1030.18,0.00085994
1030.39,-4.00172472,1030.39,-3.98503017,1030.39,-3.4794693,1030.39,-2.78551316,1030.39,-1.41922152,1030.39,-0.38629863,1030.39,-0.06139795,1030.39,-0.00077172
1030.59,-4.00727892,1030.59,-3.97815657,1030.59,-3.48335028,1030.59,-2.78379345,1030.59,-1.42395401,1030.59,-0.38762319,1030.59,-0.0570095,1030.59,0.00266393
1030.79,-4.00203419,1030.79,-3.98837996,1030.79,-3.48410034,1030.79,-2.78811836,1030.79,-1.42260873,1030.79,-0.38586068,1030.79,-0.0614938,1030.79,0.00188805
1030.99,-4.00726128,1030.99,-3.98978043,1030.99,-3.49521899,1030.99,-2.78895664,1030.99,-1.42498124,1030.99,-0.38691929,1030.99,-0.06216937,1030.99,0.00066569
1031.2,-4.00843382,1031.2,-3.9880197,1031.2,-3.4948833,1031.2,-2.78264427,1031.2,-1.42146647,1031.2,-0.38676694,1031.2,-0.06027463,1031.2,0.00023796
1031.38,-4.01149845,1031.38,-3.9977622,1031.38,-3.49087191,1031.38,-2.7899828,1031.38,-1.42669523,1031.38,-0.38920254,1031.38,-0.0602459,1031.38,-0.00322076
1031.59,-4.01613951,1031.59,-3.99203515,1031.59,-3.49412942,1031.59,-2.79098344,1031.59,-1.42534113,1031.59,-0.38507771,1031.59,-0.06050384,1031.59,0.00321494
1031.79,-4.01941681,1031.79,-4.00283718,1031.79,-3.49969649,1031.79,-2.79077148,1031.79,-1.42235851,1031.79,-0.38619423,1031.79,-0.05790707,1031.79,0.00264401
1031.98,-4.02113152,1031.98,-4.0054307,1031.98,-3.497679,1031.98,-2.79476404,1031.98,-1.42385828,1031.98,-0.38903517,1031.98,-0.05959405,1031.98,-0.00197436
1032.19,-4.0189538,1032.19,-4.00326586,1032.19,-3.50573111,1032.19,-2.7981782,1032.19,-1.43001974,1032.19,-0.39133307,1032.19,-0.06053346,1032.19,0.00181407
1032.38,-4.0248189,1032.38,-4.00241804,1032.38,-3.50563002,1032.38,-2.80101514,1032.38,-1.43089437,1032.38,-0.39180911,1032.38,-0.06431676,1032.38,0.00084778
1032.58,-4.02797937,1032.58,-4.00831509,1032.58,-3.50661612,1032.58,-2.80007863,1032.58,-1.43214357,1032.58,-0.38779563,1032.58,-0.06129144,1032.58,0.00229945
1032.79,-4.03328133,1032.79,-4.0125227,1032.79,-3.50773787,1032.79,-2.80295444,1032.79,-1.43098748,1032.79,-0.39120981,1032.79,-0.05919512,1032.79,0.00212181
1032.97,-4.03410053,1032.97,-4.01701498,1032.97,-3.51204085,1032.97,-2.80458689,1032.97,-1.43070638,1032.97,-0.39028424,1032.97,-0.0582034,1032.97,0.00346036
1033.19,-4.03610754,1033.19,-4.01745749,1033.19,-3.51708078,1033.19,-2.8077302,1033.19,-1.43217611,1033.19,-0.39268389,1033.19,-0.06376373,1033.19,0.00085101
1033.4,-4.04107189,1033.4,-4.01674604,1033.4,-3.51764107,1033.4,-2.80344748,1033.4,-1.43271649,1033.4,-0.39084035,1033.4,-0.0604131,1033.4,-0.00124692
1033.58,-4.04995871,1033.58,-4.02172279,1033.58,-3.52280712,1033.58,-2.81129766,1033.58,-1.43537223,1033.58,-0.38550365,1033.58,-0.0624189,1033.58,0.00207739
1033.79,-4.0484128,1033.79,-4.02590656,1033.79,-3.52172399,1033.79,-2.8020947,1033.79,-1.4375335,1033.79,-0.39021534,1033.79,-0.05590134,1033.79,0.00243567
1033.99,-4.04545164,1033.99,-4.02848101,1033.99,-3.52486897,1033.99,-2.81388211,1033.99,-1.43619394,1033.99,-0.39109313,1033.99,-0.057149,1033.99,-0.00201253
1034.19,-4.05223703,1034.19,-4.02906036,1034.19,-3.53295636,1034.19,-2.81474328,1034.19,-1.43552697,1034.19,-0.38967842,1034.19,-0.06188578,1034.19,-0.00112607
1034.38,-4.0540657,1034.38,-4.03533411,1034.38,-3.52390456,1034.38,-2.8196938,1034.38,-1.43746042,1034.38,-0.39034081,1034.38,-0.05877656,1034.38,-0.002553
1034.6,-4.05492163,1034.6,-4.03462696,1034.6,-3.52849936,1034.6,-2.81635189,1034.6,-1.43754601,1034.6,-0.39401749,1034.6,-0.06246774,1034.6,-0.00008476
1034.77,-4.05827713,1034.77,-4.03940535,1034.77,-3.53408122,1034.77,-2.81944084,1034.77,-1.43460429,1034.77,-0.39199448,1034.77,-0.06286166,1034.77,-0.00164651
1034.99,-4.06403446,1034.99,-4.04222584,1034.99,-3.53436685,1034.99,-2.81804848,1034.99,-1.44189394,1034.99,-0.38942844,1034.99,-0.06136268,1034.99,-0.00066552
1035.19,-4.06262636,1035.19,-4.04914665,1035.19,-3.53872609,1035.19,-2.82225847,1035.19,-1.44163001,1035.19,-0.39665088,1035.19,-0.06068506,1035.19,-0.00046488
1035.38,-4.06773663,1035.38,-4.04905844,1035.38,-3.54106951,1035.38,-2.82089353,1035.38,-1.43866432,1035.38,-0.39453045,1035.38,-0.06355181,1035.38,0.00383855
1035.58,-4.07477188,1035.58,-4.05058193,1035.58,-3.54251933,1035.58,-2.82367301,1035.58,-1.44190562,1035.58,-0.39094853,1035.58,-0.06146557,1035.58,0.00024081
1035.78,-4.07296658,1035.78,-4.0536952,1035.78,-3.54159403,1035.78,-2.8217485,1035.78,-1.43943524,1035.78,-0.38748771,1035.78,-0.06070766,1035.78,0.00109516
1035.98,-4.07865763,1035.98,-4.05508471,1035.98,-3.54743171,1035.98,-2.83112741,1035.98,-1.44392216,1035.98,-0.38889715,1035.98,-0.0623556,1035.98,0.0024363
1036.17,-4.0817914,1036.17,-4.05669022,1036.17,-3.54260254,1036.17,-2.83125138,1036.17,-1.44290102,1036.17,-0.39329505,1036.17,-0.05605033,1036.17,-0.00109747
1036.39,-4.0793066,1036.39,-4.05945158,1036.39,-3.55232739,1036.39,-2.83201432,1036.39,-1.4424113,1036.39,-0.39690119,1036.39,-0.05950933,1036.39,0.00257761
1036.59,-4.08323145,1036.59,-4.06420851,1036.59,-3.55525231,1036.59,-2.83071136,1036.59,-1.44406927,1036.59,-0.39396974,1036.59,-0.06309796,1036.59,0.00383985
1036.78,-4.08701086,1036.78,-4.06661367,1036.78,-3.55496335,1036.78,-2.83681989,1036.78,-1.44394732,1036.78,-0.39332241,1036.78,-0.05896273,1036.78,0.00218046
1036.98,-4.09269142,1036.98,-4.07151747,1036.98,-3.56433988,1036.98,-2.83469701,1036.98,-1.4484005,1036.98,-0.39267972,1036.98,-0.06133358,1036.98,-0.00278213
1037.19,-4.09515762,1037.19,-4.07049131,1037.19,-3.56121635,1037.19,-2.84296083,1037.19,-1.44777763,1037.19,-0.39345297,1037.19,-0.06585897,1037.19,-0.00049981
1037.39,-4.09375811,1037.39,-4.07189131,1037.39,-3.56451774,1037.39,-2.8383348,1037.39,-1.44542205,1037.39,-0.38972127,1037.39,-0.06186921,1037.39,0.0011023
1037.59,-4.10153341,1037.59,-4.07301283,1037.59,-3.56520605,1037.59,-2.84429288,1037.59,-1.44858694,1037.59,-0.39394504,1037.59,-0.05761711,1037.59,-0.00127676
1037.79,-4.10432529,1037.79,-4.07753277,1037.79,-3.56614161,1037.79,-2.84291863,1037.79,-1.44858313,1037.79,-0.39423767,1037.79,-0.06224877,1037.79,0.00160097
1037.98,-4.10333633,1037.98,-4.08350134,1037.98,-3.56936336,1037.98,-2.85001493,1037.98,-1.44800711,1037.98,-0.39401653,1037.98,-0.05868582,1037.98,0.00456119
1038.19,-4.1056118,1038.19,-4.0880909,1038.19,-3.57321811,1038.19,-2.84168839,1038.19,-1.44632721,1038.19,-0.39287823,1038.19,-0.06364983,1038.19,0.00553687
1038.39,-4.10648966,1038.39,-4.08741999,1038.39,-3.57493377,1038.39,-2.84806299,1038.39,-1.45581889,1038.39,-0.39497119,1038.39,-0.06057686,1038.39,0.00109353
1038.59,-4.10850334,1038.59,-4.08767748,1038.59,-3.57938004,1038.59,-2.84417033,1038.59,-1.45201492,1038.59,-0.39659402,1038.59,-0.06360633,1038.59,0.0033205
1038.79,-4.11269474,1038.79,-4.09613705,1038.79,-3.5793128,1038.79,-2.85067701,1038.79,-1.44987297,1038.79,-0.39081177,1038.79,-0.06518959,1038.79,0.00065334
1039,-4.12075949,1039,-4.09685946,1039,-3.58140969,1039,-2.85196447,1039,-1.45523012,1039,-0.3964729,1039,-0.06036361,1039,0.00028635
1039.18,-4.1188221,1039.18,-4.09995842,1039.18,-3.58056211,1039.18,-2.85601187,1039.18,-1.45981085,1039.18,-0.3956511,1039.18,-0.06374445,1039.18,0.00040348
1039.39,-4.12059164,1039.39,-4.10124159,1039.39,-3.58495331,1039.39,-2.86024642,1039.39,-1.45366299,1039.39,-0.39476278,1039.39,-0.066896,1039.39,0.00109335
1039.59,-4.12107992,1039.59,-4.1028204,1039.59,-3.58714104,1039.59,-2.85872412,1039.59,-1.45589578,1039.59,-0.39724448,1039.59,-0.05976745,1039.59,0.00187939
1039.79,-4.12671566,1039.79,-4.10602283,1039.79,-3.59232402,1039.79,-2.86097956,1039.79,-1.45512807,1039.79,-0.39638042,1039.79,-0.06002655,1039.79,0.00298916
1039.98,-4.1327548,1039.98,-4.10833311,1039.98,-3.59236574,1039.98,-2.8658874,1039.98,-1.45280969,1039.98,-0.39911649,1039.98,-0.061615,1039.98,0.00269389
1040.2,-4.13079214,1040.2,-4.10448551,1040.2,-3.59479356,1040.2,-2.8586719,1040.2,-1.46010125,1040.2,-0.39806208,1040.2,-0.05993909,1040.2,0.00533551
1040.38,-4.13894224,1040.38,-4.11361122,1040.38,-3.59846783,1040.38,-2.86349368,1040.38,-1.45729685,1040.38,-0.40001833,1040.38,-0.06252117,1040.38,-0.00088391
1040.59,-4.1412077,1040.59,-4.11551142,1040.59,-3.59988236,1040.59,-2.86488175,1040.59,-1.45714545,1040.59,-0.39591053,1040.59,-0.06185545,1040.59,0.00272416
1040.79,-4.14174414,1040.79,-4.11798048,1040.79,-3.60231256,1040.79,-2.86282802,1040.79,-1.45767152,1040.79,-0.39333361,1040.79,-0.06505764,1040.79,0.00126959
1040.99,-4.13629198,1040.99,-4.12474728,1040.99,-3.60301375,1040.99,-2.86887646,1040.99,-1.45756686,1040.99,-0.39693663,1040.99,-0.05947906,1040.99,0.00439412
1041.18,-4.14469481,1041.18,-4.12640667,1041.18,-3.61044049,1041.18,-2.87120247,1041.18,-1.46052337,1041.18,-0.39563155,1041.18,-0.06496739,1041.18,0.00510407
1041.38,-4.14366293,1041.38,-4.12595797,1041.38,-3.61032128,1041.38,-2.87330246,1041.38,-1.45706594,1041.38,-0.39893976,1041.38,-0.0633204,1041.38,0.0066178
1041.58,-4.14780998,1041.58,-4.12758732,1041.58,-3.61062288,1041.58,-2.873384,1041.58,-1.46139228,1041.58,-0.39461559,1041.58,-0.0627628,1041.58,0.00189073
1041.77,-4.15912056,1041.77,-4.12675667,1041.77,-3.6101265,1041.77,-2.87377572,1041.77,-1.46468127,1041.77,-0.3990697,1041.77,-0.06180126,1041.77,-0.0029939
1041.99,-4.15697813,1041.99,-4.13178635,1041.99,-3.61855674,1041.99,-2.877033,1041.99,-1.46708834,1041.99,-0.3980104,1041.99,-0.06450502,1041.99,0.00091936
1042.18,-4.15657854,1042.18,-4.13177443,1042.18,-3.62320256,1042.18,-2.87688518,1042.18,-1.46902311,1042.18,-0.39904785,1042.18,-0.06289302,1042.18,0.00215996
1042.38,-4.1569109,1042.38,-4.13798761,1042.38,-3.62243605,1042.38,-2.88059425,1042.38,-1.46396065,1042.38,-0.39951855,1042.38,-0.06110921,1042.38,0.00196357
1042.58,-4.1639533,1042.58,-4.14272022,1042.58,-3.62812304,1042.58,-2.89114451,1042.58,-1.46569109,1042.58,-0.39719608,1042.58,-0.0616396,1042.58,-0.00140732
1042.79,-4.16386843,1042.79,-4.14522219,1042.79,-3.62804151,1042.79,-2.87976074,1042.79,-1.46534443,1042.79,-0.39496443,1042.79,-0.06084692,1042.79,-0.00240227
1042.99,-4.16924191,1042.99,-4.14457369,1042.99,-3.63571,1042.99,-2.8828764,1042.99,-1.46188819,1042.99,-0.39368421,1042.99,-0.06262233,1042.99,0.00275508
1043.19,-4.17192316,1043.19,-4.14753056,1043.19,-3.633919,1043.19,-2.88596606,1043.19,-1.47044146,1043.19,-0.40481886,1043.19,-0.05908719,1043.19,-0.00233363
1043.4,-4.17711115,1043.4,-4.1537571,1043.4,-3.63493705,1043.4,-2.89071321,1043.4,-1.4652456,1043.4,-0.3987855,1043.4,-0.06340919,1043.4,-0.00190051
1043.58,-4.17515516,1043.58,-4.14886618,1043.58,-3.63755012,1043.58,-2.89147282,1043.58,-1.46924424,1043.58,-0.4005712,1043.58,-0.06393076,1043.58,-0.00051952
1043.79,-4.18509388,1043.79,-4.16283703,1043.79,-3.63824964,1043.79,-2.89291501,1043.79,-1.46846271,1043.79,-0.40152609,1043.79,-0.06410092,1043.79,0.00097327
1043.99,-4.17950964,1043.99,-4.15441275,1043.99,-3.63880372,1043.99,-2.88979173,1043.99,-1.47178042,1043.99,-0.39758638,1043.99,-0.06559849,1043.99,0.00360451
1044.19,-4.18669844,1044.19,-4.16191196,1044.19,-3.64578319,1044.19,-2.89435196,1044.19,-1.47014022,1044.19,-0.40083444,1044.19,-0.06078336,1044.19,-0.00272081
1044.39,-4.18681765,1044.39,-4.16877413,1044.39,-3.64515257,1044.39,-2.89739537,1044.39,-1.46535134,1044.39,-0.39573103,1044.39,-0.06658208,1044.39,-0.00052297
1044.6,-4.19123983,1044.6,-4.16724968,1044.6,-3.64704347,1044.6,-2.89651251,1044.6,-1.47440624,1044.6,-0.40048024,1044.6,-0.06505197,1044.6,-0.00059651
1044.78,-4.19088459,1044.78,-4.16913605,1044.78,-3.64770103,1044.78,-2.89583993,1044.78,-1.47454762,1044.78,-0.40146258,1044.78,-0.06372827,1044.78,0.00124564
1044.99,-4.19607973,1044.99,-4.1729517,1044.99,-3.65584564,1044.99,-2.9014864,1044.99,-1.47708809,1044.99,-0.3949374,1044.99,-0.06494278,1044.99,0.00015232
1045.19,-4.19544458,1045.19,-4.17436552,1045.19,-3.65596294,1045.19,-2.90097547,1045.19,-1.47533667,1045.19,-0.40434942,1045.19,-0.05817942,1045.19,-0.00102224
1045.39,-4.20488167,1045.39,-4.17748165,1045.39,-3.65460634,1045.39,-2.90598154,1045.39,-1.47404671,1045.39,-0.40387157,1045.39,-0.06383338,1045.39,0.00271746
1045.58,-4.20261526,1045.58,-4.18443441,1045.58,-3.66457748,1045.58,-2.9003377,1045.58,-1.47180212,1045.58,-0.40502021,1045.58,-0.06312849,1045.58,-0.00230005
1045.78,-4.20816612,1045.78,-4.17788267,1045.78,-3.66375351,1045.78,-2.90811324,1045.78,-1.47753346,1045.78,-0.39816895,1045.78,-0.06028908,1045.78,0.0016945
1045.98,-4.20766926,1045.98,-4.18011093,1045.98,-3.66638374,1045.98,-2.90712619,1045.98,-1.47801137,1045.98,-0.39924207,1045.98,-0.06067201,1045.98,0.00078988
1046.19,-4.20716953,1046.19,-4.18828964,1046.19,-3.66484785,1046.19,-2.90544844,1046.19,-1.48160994,1046.19,-0.39922631,1046.19,-0.06467895,1046.19,-0.00287047
1046.39,-4.21500301,1046.39,-4.18744993,1046.39,-3.66543388,1046.39,-2.90928006,1046.39,-1.48008442,1046.39,-0.4002876,1046.39,-0.06249663,1046.39,-0.00253599
1046.59,-4.21146965,1046.59,-4.19216061,1046.59,-3.67013288,1046.59,-2.91447973,1046.59,-1.4800216,1046.59,-0.4036808,1046.59,-0.05918553,1046.59,-0.00121479
1046.78,-4.217103,1046.78,-4.19516277,1046.78,-3.67233515,1046.78,-2.91554141,1046.78,-1.47521448,1046.78,-0.40272844,1046.78,-0.06243083,1046.78,0.00160159
1046.98,-4.22176218,1046.98,-4.20229673,1046.98,-3.6737318,1046.98,-2.91651702,1046.98,-1.48259473,1046.98,-0.39846268,1046.98,-0.06120493,1046.98,0.00104862
1047.19,-4.22037792,1047.19,-4.19872808,1047.19,-3.67262292,1047.19,-2.91810775,1047.19,-1.48682654,1047.19,-0.40247855,1047.19,-0.06441289,1047.19,-0.00239853
1047.37,-4.22877169,1047.37,-4.20407772,1047.37,-3.67786002,1047.37,-2.92095327,1047.37,-1.47488594,1047.37,-0.40510789,1047.37,-0.06331671,1047.37,0.00039486
1047.59,-4.22877932,1047.59,-4.20785332,1047.59,-3.68555784,1047.59,-2.9186902,1047.59,-1.48120379,1047.59,-0.40090233,1047.59,-0.06422734,1047.59,0.00050525
1047.78,-4.22821045,1047.78,-4.20681858,1047.78,-3.67954636,1047.78,-2.91897082,1047.78,-1.48473084,1047.78,-0.40190494,1047.78,-0.06545456,1047.78,-0.00187842
1047.98,-4.23230457,1047.98,-4.21618509,1047.98,-3.68985772,1047.98,-2.92740703,1047.98,-1.48455787,1047.98,-0.40611333,1047.98,-0.06516111,1047.98,0.00167979
1048.18,-4.23822832,1048.18,-4.21117926,1048.18,-3.69024658,1048.18,-2.92319536,1048.18,-1.48521602,1048.18,-0.40723443,1048.18,-0.06158764,1048.18,-0.00009665
1048.37,-4.23929834,1048.37,-4.22031784,1048.37,-3.69360757,1048.37,-2.92183518,1048.37,-1.48483515,1048.37,-0.40529603,1048.37,-0.063263,1048.37,0.00016807
1048.57,-4.24290991,1048.57,-4.21645689,1048.57,-3.68874741,1048.57,-2.92539263,1048.57,-1.48665118,1048.57,-0.40351236,1048.57,-0.06277529,1048.57,0.00183958
1048.79,-4.24706459,1048.79,-4.22130108,1048.79,-3.69514537,1048.79,-2.93297505,1048.79,-1.48625684,1048.79,-0.40478486,1048.79,-0.06550821,1048.79,-0.00366089
1048.98,-4.2448802,1048.98,-4.21849012,1048.98,-3.69693708,1048.98,-2.93092728,1048.98,-1.48389721,1048.98,-0.40894434,1048.98,-0.06346591,1048.98,-0.00108525
1049.18,-4.25006676,1049.18,-4.22564077,1049.18,-3.69995046,1049.18,-2.93697476,1049.18,-1.4898504,1049.18,-0.40887314,1049.18,-0.06468218,1049.18,0.00111171
1049.39,-4.25404501,1049.39,-4.22936821,1049.39,-3.69982386,1049.39,-2.93312573,1049.39,-1.48890495,1049.39,-0.40467831,1049.39,-0.06640795,1049.39,0.00078427
1049.59,-4.25500584,1049.59,-4.22730923,1049.59,-3.70474243,1049.59,-2.93671846,1049.59,-1.48780763,1049.59,-0.40196845,1049.59,-0.06215715,1049.59,0.00114291
1049.79,-4.25240612,1049.79,-4.23674822,1049.79,-3.70918417,1049.79,-2.94093895,1049.79,-1.49290383,1049.79,-0.40736723,1049.79,-0.06355758,1049.79,0.00046817
1049.99,-4.2584424,1049.99,-4.23352194,1049.99,-3.71085858,1049.99,-2.93666172,1049.99,-1.49185801,1049.99,-0.4059754,1049.99,-0.06294144,1049.99,0.00091868
1050.18,-4.25669861,1050.18,-4.24098873,1050.18,-3.70712447,1050.18,-2.9387145,1050.18,-1.48684013,1050.18,-0.40176085,1050.18,-0.06485539,1050.18,0.00112678
1050.38,-4.262321,1050.38,-4.23670816,1050.38,-3.71561718,1050.38,-2.94126225,1050.38,-1.48830235,1050.38,-0.40431941,1050.38,-0.06245229,1050.38,0.0006687
1050.59,-4.26386356,1050.59,-4.24222612,1050.59,-3.71723914,1050.59,-2.94685507,1050.59,-1.49650013,1050.59,-0.40566075,1050.59,-0.06584886,1050.59,0.00455847
1050.79,-4.26674318,1050.79,-4.24264193,1050.79,-3.71905279,1050.79,-2.94848537,1050.79,-1.49500561,1050.79,-0.40666014,1050.79,-0.06557082,1050.79,-0.00224179
1050.99,-4.27487707,1050.99,-4.2530179,1050.99,-3.72322369,1050.99,-2.94599509,1050.99,-1.49125934,1050.99,-0.41171354,1050.99,-0.06176387,1050.99,0.00033812
1051.18,-4.26931429,1051.18,-4.24873114,1051.18,-3.72226214,1051.18,-2.94670916,1051.18,-1.49087381,1051.18,-0.40078053,1051.18,-0.06030757,1051.18,0.00227304
1051.38,-4.28144073,1051.38,-4.25892687,1051.38,-3.72795224,1051.38,-2.94792652,1051.38,-1.49507475,1051.38,-0.41187081,1051.38,-0.06532316,1051.38,0.00147876
1051.58,-4.27671194,1051.58,-4.25624561,1051.58,-3.72799635,1051.58,-2.94993877,1051.58,-1.49826276,1051.58,-0.40552291,1051.58,-0.06208833,1051.58,-0.00384103
1051.79,-4.28628159,1051.79,-4.2578702,1051.79,-3.72910619,1051.79,-2.95292163,1051.79,-1.49730027,1051.79,-0.40841058,1051.79,-0.06518347,1051.79,-0.00038356
1051.99,-4.28314161,1051.99,-4.26834631,1051.99,-3.73558974,1051.99,-2.95464277,1051.99,-1.49705052,1051.99,-0.40626052,1051.99,-0.06513979,1051.99,-0.00467859
1052.18,-4.27993488,1052.18,-4.26483345,1052.18,-3.73322892,1052.18,-2.95519638,1052.18,-1.4929508,1052.18,-0.40681133,1052.18,-0.06099804,1052.18,-0.00498524
1052.4,-4.29191017,1052.4,-4.27023745,1052.4,-3.73614955,1052.4,-2.9598887,1052.4,-1.50149965,1052.4,-0.41335431,1052.4,-0.06277895,1052.4,0.00512853
1052.58,-4.29148197,1052.58,-4.26851749,1052.58,-3.73474431,1052.58,-2.95926404,1052.58,-1.49916065,1052.58,-0.4049722,1052.58,-0.06471351,1052.58,-0.003782
1052.79,-4.29865408,1052.79,-4.26809978,1052.79,-3.73844004,1052.79,-2.96667337,1052.79,-1.5019778,1052.79,-0.40873468,1052.79,-0.06822091,1052.79,-0.00133867
1052.97,-4.30067873,1052.97,-4.2724781,1052.97,-3.74314284,1052.97,-2.95944524,1052.97,-1.4983232,1052.97,-0.41011962,1052.97,-0.06425102,1052.97,0.00383048
1053.19,-4.29731083,1053.19,-4.27579737,1053.19,-3.74201155,1053.19,-2.96492648,1053.19,-1.50221884,1053.19,-0.4111217,1053.19,-0.06521548,1053.19,-0.00279994
1053.39,-4.29901266,1053.39,-4.27760315,1053.39,-3.74499202,1053.39,-2.96825767,1053.39,-1.50361466,1053.39,-0.4099274,1053.39,-0.06416906,1053.39,0.00164477
1053.58,-4.3085947,1053.58,-4.27925348,1053.58,-3.74825382,1053.58,-2.96474433,1053.58,-1.50214696,1053.58,-0.40708774,1053.58,-0.05999817,1053.58,0.00378353
1053.78,-4.31344128,1053.78,-4.28874063,1053.78,-3.75179791,1053.78,-2.96643567,1053.78,-1.49997377,1053.78,-0.40762654,1053.78,-0.06564046,1053.78,-0.00300854
1053.97,-4.31276655,1053.97,-4.28393459,1053.97,-3.75600529,1053.97,-2.97234726,1053.97,-1.50212049,1053.97,-0.41400099,1053.97,-0.06467135,1053.97,0.0042109
1054.19,-4.31715155,1054.19,-4.2879529,1054.19,-3.76134706,1054.19,-2.97107005,1054.19,-1.50286138,1054.19,-0.40570909,1054.19,-0.06881753,1054.19,0.00252171
1054.39,-4.31810474,1054.39,-4.29574823,1054.39,-3.76131487,1054.39,-2.97295594,1054.39,-1.50452673,1054.39,-0.40936381,1054.39,-0.06553095,1054.39,0.00124197
1054.58,-4.31429958,1054.58,-4.29700613,1054.58,-3.76297212,1054.58,-2.97796535,1054.58,-1.50363338,1054.58,-0.40862152,1054.58,-0.06389048,1054.58,0.00164819
1054.78,-4.318326,1054.78,-4.29543543,1054.78,-3.76004195,1054.78,-2.97660208,1054.78,-1.50565732,1054.78,-0.4133426,1054.78,-0.0640437,1054.78,0.00061477
1054.98,-4.32304764,1054.98,-4.29863071,1054.98,-3.7640481,1054.98,-2.97670221,1054.98,-1.50362885,1054.98,-0.4094547,1054.98,-0.06610317,1054.98,-0.00165973
1055.19,-4.32409143,1055.19,-4.3029108,1055.19,-3.76849079,1055.19,-2.98192501,1055.19,-1.50544071,1055.19,-0.40930346,1055.19,-0.06699578,1055.19,-0.00101482
1055.39,-4.3226428,1055.39,-4.30195856,1055.39,-3.77192998,1055.39,-2.97649503,1055.39,-1.50806808,1055.39,-0.40943444,1055.39,-0.06385046,1055.39,0.00328317
1055.58,-4.33185768,1055.58,-4.30653,1055.58,-3.76524425,1055.58,-2.98538876,1055.58,-1.51008093,1055.58,-0.41250432,1055.58,-0.06657688,1055.58,-0.00051876
1055.8,-4.33032942,1055.8,-4.3045516,1055.8,-3.7712481,1055.8,-2.98251104,1055.8,-1.50925362,1055.8,-0.40849817,1055.8,-0.06658121,1055.8,0.00162912
1055.98,-4.33258057,1055.98,-4.30902481,1055.98,-3.77324843,1055.98,-2.98559952,1055.98,-1.50986326,1055.98,-0.41315678,1055.98,-0.06409069,1055.98,-0.00277529
1056.19,-4.33651829,1056.19,-4.31364489,1056.19,-3.77793598,1056.19,-2.98646951,1056.19,-1.50530207,1056.19,-0.41360331,1056.19,-0.06475613,1056.19,-0.00237775
1056.39,-4.3403821,1056.39,-4.31565332,1056.39,-3.7806406,1056.39,-2.99018407,1056.39,-1.51314354,1056.39,-0.40874383,1056.39,-0.06862647,1056.39,-0.00350002
1056.59,-4.34170818,1056.59,-4.31984091,1056.59,-3.77824593,1056.59,-2.99239111,1056.59,-1.51071286,1056.59,-0.41030592,1056.59,-0.06621642,1056.59,0.00094894
1056.79,-4.3469348,1056.79,-4.31948996,1056.79,-3.78073573,1056.79,-2.99015832,1056.79,-1.51067293,1056.79,-0.41228825,1056.79,-0.06579699,1056.79,-0.00392391
1056.98,-4.35058594,1056.98,-4.32274818,1056.98,-3.78890157,1056.98,-2.99256635,1056.98,-1.51483786,1056.98,-0.41291299,1056.98,-0.06702253,1056.98,-0.00156511
